0.050885282	-0.014668322	-0.0147194145	0.0061563263	-0.028870462	0.0079388805	-0.007904584	0.016456962	-0.029320795	0.06198554	-0.020285295	0.013751512	0.009037299	0.02279598	0.055309184	0.063748516	-0.03609388	0.05442686	-0.061256867	0.0013043357	0.019672304	-0.05817468	0.03331951	-0.0014179614	-0.040389534	0.00095416163	-0.044573717	-0.009124765	-0.033110004	0.048468955	0.0038018909	0.02011995
-0.029612184	-0.017447209	-0.016311772	0.027623253	0.056884106	0.01397625	0.0056318003	0.06993219	0.03632173	-0.027545977	-0.028650412	0.07004501	-0.0076103616	0.0025251938	0.04276638	-0.02060714	0.03792292	-0.012524718	-0.043974042	0.02526157	-0.03371777	-0.05118052	0.06794786	-0.019375242	-0.017934673	-0.035623368	-0.05406715	0.02866239	0.025343165	0.027520603	0.005536665	0.026683534
-0.011805734	-0.031501926	0.0006622185	0.002360893	-0.031031558	-0.05648931	0.024531508	-0.046939973	-0.0151945455	-0.043355256	0.0063755196	0.018649973	-0.046073616	0.031648047	-0.04912516	-0.021937946	0.070133634	0.014063719	0.050551016	-0.05997659	0.060172223	0.04190732	-0.061224345	0.0384684	-0.00966494	0.028886322	-0.01572646	-0.052884657	0.016986342	-0.024300648	-0.02006196	0.055270728
-0.041017614	0.022142356	0.034726992	0.038185332	-0.024117604	-0.019424807	-0.021699073	-0.0016794294	0.045612212	-0.051548198	0.034444377	0.039175984	0.021775605	0.041227605	-0.008226298	-0.03335215	0.007112118	-0.058504343	0.042762768	-0.04235434	-0.0058916775	0.028362196	-0.0035992179	-0.0041392227	-0.04088878	-0.046437442	-0.031117206	0.039863925	0.043554127	0.023753043	-0.014296491	-0.050874826
0.009024437	-0.0047787023	-0.026254768	0.020595627	0.044157084	0.066753656	0.017045757	0.04978796	-0.020946342	0.0020296986	-1.9458495e-05	0.045500793	-0.004061413	-0.023258034	0.009690249	0.017403202	0.029497266	-0.018545195	-0.043192055	0.0804538	-0.030616255	-0.012294053	0.049658485	0.022338688	-0.014797779	0.016229348	0.048078604	-0.012383922	-0.013083038	-0.014768998	-0.03139405	-0.050669026
0.01809116	0.041232448	-0.019554606	0.029921848	0.013167707	-0.03606077	0.015101824	-0.023625644	-4.7296373e-05	-0.014617053	-0.025786208	-0.056768198	0.031996705	-0.0015941148	0.007988327	-0.003578297	-0.015112001	-0.01237769	-0.015449052	0.032190464	-0.011650647	0.019566933	0.0119581865	-0.024317842	-0.0015290191	0.020022469	0.012301749	-0.043699455	-0.022124048	-0.018625965	0.049727008	-0.03637853
0.006283197	-0.08182449	0.062355325	0.042706273	-0.0882509	-0.043748096	0.0058913957	-0.026329825	0.001559312	-0.022573708	-0.016350394	-0.040865976	-0.029970558	0.019971661	-0.05011837	-0.05650673	0.032990307	-0.06918099	0.09111892	-0.018937867	0.0012186295	0.0582746	-0.007973086	0.032569353	0.061331958	0.041128226	0.051499	-0.04765907	-0.049992245	-0.022334667	0.045283776	0.053153045
-0.019537564	-0.07319073	-0.026070502	-0.00014003737	0.01177107	-0.05184278	0.027966473	0.03292568	0.05859093	-0.04638176	-0.016340703	-0.08282372	-0.016608262	0.011201615	-0.017608898	-0.047039494	0.012143247	-0.004918264	0.023479704	-0.051462483	0.064426325	0.005290798	-0.0379399	0.05519042	0.018510861	0.033817798	-0.016255742	-0.036493808	0.004021118	-0.02498813	0.0021312488	0.0031283575
-0.013562876	-0.027397849	0.065681726	0.038726836	-0.08674782	-0.018861484	0.06398834	0.020715466	0.07258927	0.0056792186	0.025901379	-0.08913467	-0.062258106	0.07274288	-0.0031829798	-0.071637884	0.020417813	-0.032906298	0.0391262	0.032114774	0.018948304	0.030817991	-0.07709439	0.026330827	0.070035696	0.0032231582	0.0111292545	-0.077926494	-0.04258084	-0.034107998	-0.0054199635	0.043346994
-0.0073383646	-0.00077781937	0.025918094	0.018144801	0.012166958	-0.020399688	-0.023329686	0.019953344	0.047858592	-0.00483285	-0.02851252	0.006369152	-0.014359637	-0.034399077	0.0015614623	-0.00903257	-0.008622674	0.005948588	-0.02424982	-0.09517041	-0.00633914	0.013338544	0.043241534	0.012780018	-0.027469292	0.032597385	-0.0374268	0.005448898	0.049295377	-0.031940397	-0.019341664	-0.040963612
-0.06226685	-0.021444175	-0.007419733	0.05178593	-0.010798138	-0.025388826	0.07405545	0.0075686295	0.06263623	-0.038956046	0.01946111	-0.014245085	-0.065995455	0.07836399	-0.017832588	-0.02719928	0.059682645	-0.019795828	0.058961432	-0.008837622	0.030040232	0.07466136	-0.029797236	0.03405547	0.050638363	0.042768825	0.056230716	0.019247968	-0.033182	-0.079655714	0.04645938	0.017975578
0.03959676	0.022729712	-0.033066504	-0.04417509	0.024007387	0.0696604	-0.070156746	-0.032959186	-0.09157047	0.048128437	-0.08853566	0.027308881	0.0681174	-0.07043331	-0.010345016	0.067637086	-0.07974634	0.082031466	-0.051346336	0.0017899055	-0.036343	-0.0013643786	-0.018772043	-0.0062208	-0.0072452985	-0.0753585	-0.07552494	0.071090214	0.028908858	0.012438655	0.0050388267	-0.01186246
-0.06945414	0.0138779925	0.0023395095	0.012426918	-0.049614098	-0.05076652	-0.016223544	0.004621599	0.017239276	-0.0030614068	0.045871522	-0.033142112	-0.037805364	0.019807437	-0.02171506	-0.03741787	0.012239266	-0.010929028	0.029135238	0.1068507	0.0059556984	0.016133662	-0.06295364	0.0074638557	-0.013243538	0.00095578254	-0.015852463	-0.040513575	-0.08626271	-0.06467617	0.027159017	0.008890072
